Canton,Commune,Language,Residents,Population density per km²,0-19 years,20-64 years,65 years or over,Private households,Surface area in km²,Settlement area,Agricultural area,Wooded area,Unproductive area,East coordinate,North coordinate,Elevation
GR,Schiers,de,2679,43.44794032,20.64203061,61.29152669,18.0664427,1164,61.66,2.397926118,36.03370058,45.46338302,16.10499028,2771300,1204500,1426
GR,Seewis im Prättigau,de,1342,27.04009672,20.11922504,60.28315946,19.5976155,558,49.63,1.875,41.00806452,35.04032258,22.0766129,2767200,1206600,1684
GR,Breil/Brigels,rm,1757,18.19217229,18.83892999,56.80136596,24.35970404,756,96.58,2.30896666,36.64319735,24.33215987,36.71567612,2722900,1179700,1928
GR,Disentis/Mustér,rm,2080,22.85965491,17.16346154,56.58653846,26.25,918,90.99,1.5815486,20.38440417,24.84349259,53.19055464,2708100,1173400,2094
GR,Medel (Lucmagn),rm,362,2.657465864,10.49723757,64.91712707,24.58563536,149,136.22,0.550579944,18.25723095,16.64953751,64.54265159,2708700,1170100,2269
GR,Sumvitg,rm,1158,11.36631331,15.45768566,56.04490501,28.49740933,494,101.88,1.119402985,22.72191673,29.33032207,46.82835821,2714700,1176300,1983
GR,Tujetsch,rm,1238,9.245015309,16.07431341,56.21970921,27.70597738,589,133.91,1.411290323,24.95519713,12.66427718,60.96923536,2701600,1170800,2252
GR,Trun,rm,1170,22.5433526,16.06837607,57.86324786,26.06837607,515,51.9,1.966075559,24.03623747,34.88820355,39.10948342,2718300,1178000,1791
GR,Obersaxen Mundaun,de,1188,16.88459352,16.91919192,57.996633,25.08417508,535,70.36,2.375195563,53.40634334,24.87555113,19.34290997,2727000,1178500,1843
AG,Aarau,de,21506,1742.787682,17.34399702,64.53547847,18.1205245,10472,12.34,49.19093851,11.40776699,32.2815534,7.1197411,2645800,1249000,377
AG,Biberstein,de,1571,383.1707317,17.63208148,57.67027371,24.69764481,689,4.1,13.41463415,30.97560976,50.97560976,4.634146342,2648500,1251600,479
AG,Buchs (AG),de,7966,1497.368421,20.91388401,63.82124027,15.26487572,3471,5.32,45.86466165,11.46616541,42.10526316,0.563909774,2647600,1248700,383
AG,Densbüren,de,730,58.30670927,15.89041096,63.42465753,20.68493151,311,12.52,4.746835443,40.50632911,54.58860759,0.158227848,2646300,1256100,600
AG,Erlinsbach (AG),de,4196,425.5578093,19.5900858,58.57959962,21.83031459,1806,9.86,12.5633232,32.92806484,53.29280648,1.215805471,2643200,1250100,559
AG,Gränichen,de,7735,448.9262914,19.71557854,61.65481577,18.62960569,3264,17.23,13.65740741,28.76157407,57.34953704,0.231481482,2650000,1245400,484
AG,Hirschthal,de,1590,450.4249292,21.25786164,61.19496855,17.54716981,677,3.53,16.10169492,32.48587571,51.1299435,0.282485876,2646500,1241400,501
AG,Küttigen,de,6182,519.4957983,19.47589777,60.3202847,20.20381753,2724,11.9,15.97981497,33.13708999,49.70563499,1.177460051,2646000,1251800,497
AG,Muhen,de,3878,551.6358464,20.65497679,60.18566271,19.1593605,1603,7.03,17.09401709,40.5982906,41.16809117,1.13960114,2646500,1243400,478
AG,Oberentfelden,de,8363,1168.01676,20.57873969,61.11443262,18.30682769,3617,7.16,32.73231623,24.82662968,41.33148405,1.109570042,2645900,1245200,421
AG,Suhr,de,10431,982.2033898,22.39478478,61.50896367,16.09625156,4478,10.62,26.57869934,27.80395853,44.58058435,1.036757776,2648400,1246900,404
AG,Unterentfelden,de,4157,1443.402778,21.43372624,59.73057493,18.83569882,1740,2.88,43.05555556,26.38888889,29.86111111,0.694444444,2645700,1246400,421
AG,Baden,de,19342,1468.64085,17.86785234,65.85151484,16.28063282,9171,13.17,33.66186505,8.642911296,55.87566338,1.819560273,2665400,1258400,450
AG,Bellikon,de,1562,316.194332,17.73367478,63.06017926,19.20614597,709,4.94,10.20408163,61.02040816,28.57142857,0.204081633,2668400,1249100,647
AG,Bergdietikon,de,2829,476.2626263,20.36055143,59.45563803,20.18381053,1223,5.94,17.32673267,54.12541254,27.06270627,1.485148515,2671600,1249000,590
AG,Birmenstorf (AG),de,2991,383.4615385,21.56469408,62.55432966,15.88097626,1238,7.8,15.33505155,44.20103093,36.34020619,4.12371134,2661000,1257100,397
AG,Ennetbaden,de,3499,1658.293839,19.89139754,61.64618462,18.46241783,1587,2.11,36.61971831,19.71830986,41.31455399,2.34741784,2666100,1259100,468
AG,Fislisbach,de,5546,1098.217822,20.42913812,59.50234403,20.06851785,2463,5.05,25.390625,44.7265625,29.8828125,0,2664400,1254300,425
AG,Freienwil,de,1053,263.9097744,24.21652422,62.20322887,13.58024691,399,3.99,9.5,52,38.5,0,2666900,1261800,518
AG,Gebenstorf,de,5414,958.2300885,18.58145549,63.04026598,18.37827854,2360,5.65,27.46478873,26.93661972,39.78873239,5.809859155,2660600,1259100,425
AG,Killwangen,de,2074,853.4979424,21.45612343,61.8611379,16.68273867,782,2.43,24.4813278,24.89626556,48.9626556,1.659751037,2669000,1253900,507
AG,Künten,de,1750,357.8732106,21.31428571,63.08571429,15.6,698,4.89,12.88343558,56.44171779,26.99386503,3.680981595,2667300,1249100,412
AG,Mägenwil,de,2112,606.8965517,23.53219697,63.16287879,13.30492424,834,3.48,30.37249284,38.68194842,30.65902579,0.286532951,2659700,1251500,424
AG,Mellingen,de,5633,1156.673511,21.64033375,63.37653116,14.9831351,2433,4.87,29.46058091,33.60995851,31.53526971,5.394190871,2663000,1252300,377
AG,Neuenhof,de,8825,1640.334572,20.18130312,62.31161473,17.50708215,3804,5.38,27.17190388,17.56007394,49.72273567,5.545286507,2667200,1255400,442
AG,Niederrohrdorf,de,4105,1232.732733,20.17052375,61.16930572,18.66017052,1800,3.33,26.64670659,42.21556886,29.64071856,1.497005988,2665400,1252900,426
AG,Oberrohrdorf,de,4072,946.9767442,18.07465619,58.27603143,23.64931238,1819,4.3,21.99074074,40.0462963,37.96296296,0,2666300,1252400,588
AG,Obersiggenthal,de,8568,1024.880383,20.21475257,58.40336134,21.38188609,3745,8.36,20.54958184,35.12544803,42.89127838,1.433691756,2664600,1260000,488
AG,Remetschwil,de,1991,513.1443299,21.64741336,60.8739327,17.47865394,799,3.88,19.48051948,57.14285714,23.37662338,0,2667000,1251200,563
AG,Spreitenbach,de,11881,1381.511628,22.83477822,63.33641949,13.82880229,4808,8.6,37.9350348,24.59396752,35.73085847,1.740139211,2669900,1252300,418
AG,Stetten (AG),de,2202,499.3197279,22.11625795,63.44232516,14.44141689,880,4.41,17.97752809,48.31460674,27.19101124,6.516853933,2665600,1250200,392
AG,Turgi,de,3013,1943.870968,19.7145702,65.61566545,14.66976435,1356,1.55,44.73684211,15.78947368,36.84210526,2.631578947,2661200,1260500,370
AG,Untersiggenthal,de,7240,874.3961353,20.96685083,60.84254144,18.19060773,3031,8.28,22.49093108,30.47158404,43.28899637,3.748488513,2661500,1261600,431
AG,Wettingen,de,20852,1967.169811,18.56416651,61.6343756,19.80145789,9787,10.6,39.37969925,20.39473684,38.06390977,2.161654135,2666300,1257800,446
AG,Wohlenschwil,de,1566,356.7198178,22.79693487,60.47254151,16.73052363,642,4.39,16.5158371,45.92760181,34.84162896,2.714932127,2661800,1251600,397
AG,Würenlingen,de,4702,501.814301,22.28838792,61.2079966,16.50361548,1930,9.37,20.76677316,28.64749734,48.13631523,2.449414271,2661700,1264800,359
AG,Würenlos,de,6484,718.0509413,22.4706971,59.77791487,17.75138803,2656,9.02,22.55555556,41.88888889,33.88888889,1.666666667,2669800,1255100,426
AG,Ehrendingen,de,4823,661.5912209,22.66224342,59.46506324,17.87269334,1995,7.29,15.38461538,56.73076923,27.60989011,0.274725275,2668700,1261600,499
AG,Arni (AG),de,1845,547.4777448,21.40921409,63.03523035,15.55555556,750,3.37,16.76300578,53.46820809,29.19075145,0.578034682,2674200,1241300,581
AG,Berikon,de,4776,887.732342,21.2520938,59.7361809,19.01172529,2070,5.38,22.07792208,45.45454545,32.28200371,0.185528757,2670800,1244800,578
AG,Bremgarten (AG),de,7946,699.471831,19.92197332,63.16385603,16.91417065,3564,11.36,23.07692308,22.28116711,48.01061008,6.631299735,2668400,1244800,401
AG,Büttikon,de,995,352.8368794,19.69849246,65.02512563,15.27638191,409,2.82,10.9929078,55.67375887,32.62411348,0.709219858,2662800,1242000,510
AG,Dottikon,de,3880,1000,20.15463918,63.71134021,16.13402062,1677,3.88,29.66751918,47.31457801,22.25063939,0.767263427,2660500,1248400,420
AG,Eggenwil,de,1053,428.0487805,20.70275404,62.39316239,16.90408357,424,2.46,13.49206349,50.3968254,27.77777778,8.333333333,2668100,1247000,386
AG,Fischbach-Göslikon,de,1640,534.2019544,22.07317073,63.29268293,14.63414634,681,3.07,19.09385113,49.8381877,19.41747573,11.65048544,2665900,1246900,384
AG,Hägglingen,de,2422,312.516129,20.43765483,62.38645747,17.1758877,1015,7.75,10.18041237,57.73195876,32.08762887,0,2661600,1248800,515
AG,Jonen,de,2109,370,23.18634424,64.10621147,12.70744429,826,5.7,11.95079086,55.88752197,30.05272408,2.108963093,2672200,1238800,440
AG,Niederwil (AG),de,2833,460.6504065,21.2142605,63.81927286,14.96646664,1137,6.15,15.15650741,52.71828666,29.98352554,2.141680395,2664600,1247800,411
AG,Oberlunkhofen,de,2037,626.7692308,19.78399607,61.51202749,18.70397644,883,3.25,17.73700306,54.43425076,24.15902141,3.669724771,2672100,1240500,489
AG,Oberwil-Lieli,de,2416,451.588785,21.19205298,59.51986755,19.28807947,1012,5.35,18.84328358,55.41044776,25.37313433,0.373134328,2671600,1243200,582
AG,Rudolfstetten-Friedlisberg,de,4502,918.7755102,21.79031542,61.12838738,17.0812972,1885,4.9,22.33606557,48.97540984,28.27868852,0.409836066,2671100,1246800,555
AG,Sarmenstorf,de,2902,349.6385542,22.19159201,62.06064783,15.74776017,1185,8.3,11.97097944,58.28295042,29.50423216,0.241837969,2661200,1240300,565
AG,Tägerig,de,1511,459.2705167,26.00926539,58.10721377,15.88352085,587,3.29,17.07317073,41.15853659,40.54878049,1.219512195,2663400,1250500,399
AG,Uezwil,de,485,198.7704918,19.3814433,66.39175258,14.22680412,203,2.44,6.072874494,65.58704453,28.34008097,0,2663300,1240900,558
AG,Unterlunkhofen,de,1415,315.1447661,18.3745583,66.36042403,15.26501767,622,4.49,9.821428571,51.33928571,25.89285714,12.94642857,2671300,1241600,423
AG,Villmergen,de,7328,613.7353434,21.45196507,64.09661572,14.45141921,3114,11.94,22.03672788,42.9048414,34.64106845,0.417362271,2660900,1244400,452
AG,Widen,de,3698,1411.450382,19.41590049,57.43645214,23.14764738,1622,2.62,40.38461538,41.92307692,16.15384615,1.538461539,2669800,1246800,558
AG,Wohlen (AG),de,16484,1320.833333,20.62606164,61.38679932,17.98713904,6951,12.48,33.65461847,38.07228916,27.79116466,0.481927711,2663400,1244700,437
AG,Zufikon,de,4482,931.8087318,20.19187863,59.95091477,19.8572066,1902,4.81,24.32432432,46.77754678,26.1954262,2.702702703,2669600,1244200,412
AG,Islisberg,de,609,366.8674699,22.16748768,64.20361248,13.62889984,255,1.66,9.756097561,68.90243902,21.34146341,0,2675700,1241800,651
AG,Auenstein,de,1582,278.5211268,18.3312263,61.75726928,19.91150442,697,5.68,20.84063047,29.5971979,44.48336252,5.078809107,2652900,1252000,421
AG,Birr,de,4354,862.1782178,23.6564079,61.13918236,15.20440974,1666,5.05,29.9009901,35.24752475,34.85148515,0,2657500,1254300,405
AG,Birrhard,de,729,243,18.51851852,65.02057613,16.46090535,319,3,12.33333333,52.66666667,33.33333333,1.666666667,2660800,1254400,398
AG,Bözen,de,744,187.8787879,16.80107527,66.66666667,16.53225806,328,3.96,11.16751269,66.75126904,21.82741117,0.253807107,2648600,1260600,449
AG,Brugg,de,12527,1516.585956,17.93725553,61.40336872,20.65937575,5578,8.26,49.756691,12.04379562,30.2919708,7.907542579,2657900,1259400,347
AG,Effingen,de,595,86.86131387,20,59.15966387,20.84033613,243,6.85,8.479532164,43.12865497,47.22222222,1.169590643,2650100,1260100,501
AG,Elfingen,de,300,71.09004739,19,66,15,127,4.22,3.800475059,46.0807601,49.64370546,0.475059382,2649800,1262000,529
AG,Habsburg,de,440,197.309417,15.90909091,65.90909091,18.18181818,190,2.23,8.928571429,29.91071429,61.16071429,0,2656300,1257100,447
AG,Hausen (AG),de,3633,1135.3125,19.48802642,61.93228737,18.57968621,1562,3.2,29.96845426,22.08201893,47.6340694,0.315457413,2658300,1257100,405
AG,Lupfig,de,3113,368.4023669,19.14551879,61.90170254,18.95277867,1368,8.45,20.82840237,51.24260355,27.4556213,0.473372781,2657700,1254800,402
AG,Mandach,de,341,61.55234657,24.04692082,56.59824047,19.35483871,143,5.54,6.294964029,67.44604317,26.25899281,0,2656200,1266500,525
AG,Mönthal,de,394,100,15.73604061,57.8680203,26.39593909,174,3.94,8.651399491,45.29262087,46.05597964,0,2652900,1263300,534
AG,Mülligen,de,1109,350.9493671,19.29666366,65.64472498,15.05861136,475,3.16,28.30188679,36.79245283,32.0754717,2.830188679,2660400,1256600,389
AG,Remigen,de,1135,144.2185515,20.70484582,57.7092511,21.58590308,494,7.87,7.097591889,36.37515843,56.02027883,0.506970849,2656500,1263100,457
AG,Riniken,de,1452,305.0420168,20.45454545,56.68044077,22.86501377,625,4.76,12.39495798,30.46218487,56.93277311,0.210084034,2656500,1260600,409
AG,Rüfenach,de,856,205.2757794,19.04205607,62.26635514,18.69158879,329,4.17,11.48325359,47.36842105,40.66985646,0.4784689,2657700,1262300,385
AG,Thalheim (AG),de,831,83.77016129,19.25391095,59.566787,21.17930205,338,9.92,5.763397371,50.05055612,44.08493428,0.101112235,2650000,1254200,596
AG,Veltheim (AG),de,1465,279.5801527,18.70307167,64.70989761,16.58703072,618,5.24,15.57692308,47.88461538,32.5,4.038461539,2653500,1254300,391
AG,Villigen,de,2127,189.7413024,18.24165491,64.08086507,17.67748002,924,11.21,13.47011597,34.61195361,49.15254237,2.765388046,2658500,1264200,459
AG,Villnachern,de,1634,284.173913,21.60342717,58.20073439,20.19583843,661,5.75,12.67605634,29.40140845,50.17605634,7.746478873,2654400,1258000,385
AG,Windisch,de,7668,1561.710794,21.02243088,60.87636933,18.10119979,3282,4.91,45.41751527,23.62525458,24.84725051,6.109979633,2658400,1259000,361
AG,Bözberg,de,1589,102.516129,17.7470107,60.98174953,21.27123977,689,15.5,6.876606684,53.72750643,39.26735219,0.128534704,2654100,1259400,549
AG,Schinznach,de,2256,184.3137255,18.04078014,61.48049645,20.4787234,962,12.24,12.18315617,41.86426819,43.58135732,2.371218316,2653100,1255300,467
AG,Beinwil am See,de,3276,857.591623,18.95604396,61.29426129,19.74969475,1445,3.83,31.93717277,48.16753927,19.10994764,0.785340314,2657800,1235300,534
AG,Birrwil,de,1167,342.228739,12.76778063,62.63924593,24.59297344,566,3.41,13.33333333,58.26086957,28.4057971,0,2657300,1238000,601
AG,Burg (AG),de,1023,1088.297872,21.01661779,63.92961877,15.05376344,454,0.94,33.69565217,43.47826087,22.82608696,0,2656200,1231800,626
AG,Dürrenäsch,de,1255,212.3519459,22.5498008,59.84063745,17.60956175,507,5.91,12.88135593,49.83050847,37.11864407,0.169491525,2654300,1241400,593
AG,Gontenschwil,de,2171,222.8952772,19.11561492,60.38691847,20.49746661,948,9.74,13.43589744,60.1025641,25.94871795,0.512820513,2653400,1235800,583
AG,Holziken,de,1454,508.3916084,19.39477304,64.71801926,15.8872077,661,2.86,15.73426573,43.70629371,39.16083916,1.398601399,2645200,1241400,445
AG,Leimbach (AG),de,452,393.0434783,21.01769912,59.51327434,19.46902655,188,1.15,16.81415929,51.32743363,31.85840708,0,2655300,1236000,556
AG,Leutwil,de,765,204,18.5620915,63.1372549,18.30065359,320,3.75,10.90425532,50.53191489,38.56382979,0,2655600,1240000,644
AG,Menziken,de,6334,992.7899687,21.7871803,60.11998737,18.09283233,2644,6.38,29.0625,47.34375,23.28125,0.3125,2656700,1232700,608
AG,Oberkulm,de,2720,289.0541977,21.32352941,59.55882353,19.11764706,1111,9.41,11.7709438,51.85577943,36.1611877,0.212089077,2651500,1238900,540
AG,Reinach (AG),de,8501,897.6768743,20.17409717,60.72226797,19.10363487,3651,9.47,28.27225131,44.39790576,27.01570681,0.314136126,2656300,1233900,565
AG,Schlossrued,de,838,115.5862069,19.80906921,61.69451074,18.49642005,346,7.25,7.702888583,60.93535076,31.0866575,0.275103164,2649100,1238000,567
AG,Schmiedrued,de,1169,135.1445087,19.24721985,62.7031651,18.04961506,474,8.65,7.906976744,64.53488372,27.55813953,0,2650600,1234900,663
AG,Schöftland,de,4393,699.522293,17.89210107,60.61916686,21.48873207,2008,6.28,23.99355878,35.58776167,40.09661836,0.322061192,2646300,1239500,489
AG,Teufenthal (AG),de,1672,468.3473389,17.52392345,64.77272727,17.70334928,714,3.57,17.18309859,39.71830986,43.09859155,0,2651300,1242200,522
AG,Unterkulm,de,3087,347.6351351,20.47295109,60.12309686,19.40395206,1303,8.88,14.04494382,46.51685393,39.21348315,0.224719101,2651200,1240100,537
AG,Zetzwil,de,1304,224.8275862,19.01840491,59.81595092,21.16564417,564,5.8,10.05199307,51.99306759,37.78162912,0.173310225,2653800,1237400,606
AG,Eiken,de,2291,323.5875706,19.77302488,64.12047141,16.10650371,960,7.09,23.10984308,44.93580599,30.81312411,1.141226819,2641500,1264700,322
AG,Frick,de,5564,558.6345382,19.5542775,62.5449317,17.9007908,2363,9.96,24.17251755,46.03811434,29.18756269,0.601805416,2643900,1262000,411
AG,Gansingen,de,1034,117.9019384,19.43907157,59.47775629,21.08317215,418,8.77,7.744874715,54.10022779,37.92710706,0.227790433,2652400,1266000,490
AG,Gipf-Oberfrick,de,3542,348.2792527,20.49689441,61.74477696,17.75832863,1505,10.17,10.01964637,49.11591356,40.5697446,0.294695481,2642500,1260900,466
AG,Herznach,de,1545,246.4114833,22.78317152,61.81229773,15.40453074,612,6.26,11.5755627,63.50482315,24.59807074,0.321543408,2646300,1258100,486
AG,Hornussen,de,965,132.7372765,20,63.83419689,16.16580311,403,7.27,11.20218579,48.63387978,39.61748634,0.546448087,2647000,1261200,465
AG,Kaisten,de,2670,147.5953566,19.47565543,61.23595506,19.28838951,1142,18.09,10.06080708,43.33886125,44.83139856,1.768933112,2645600,1265600,409
AG,Laufenburg,de,3632,251.0020733,20.81497797,59.49889868,19.68612335,1552,14.49,12.52595156,38.4083045,46.29757785,2.76816609,2646800,1267900,449
AG,Münchwilen (AG),de,930,378.0487805,19.46236559,63.5483871,16.98924731,398,2.46,28.22580645,39.91935484,31.4516129,0.403225807,2639400,1265400,361
AG,Oberhof,de,606,73.90243902,26.23762376,59.9009901,13.86138614,237,8.2,5.889570552,52.51533742,41.59509202,0,2642800,1255500,640
AG,Oeschgen,de,1026,234.2465753,22.70955166,60.33138402,16.95906433,413,4.38,14.25339367,66.74208145,18.09954751,0.904977376,2643500,1263300,387
AG,Schwaderloch,de,672,242.599278,18.45238095,63.98809524,17.55952381,278,2.79,11.46953405,35.84229391,41.93548387,10.75268817,2653100,1270800,326
AG,Sisseln,de,1616,641.2698413,20.66831683,63.79950495,15.53217822,703,2.52,34.49612403,31.39534884,19.37984496,14.72868217,2641400,1267100,304
AG,Ueken,de,904,177.254902,22.01327434,64.04867257,13.9380531,368,5.1,9.197651663,51.66340509,38.74755382,0.391389433,2646000,1259500,480
AG,Wittnau,de,1309,116.3555556,19.86249045,65.54621849,14.59129106,548,11.25,6.583629893,39.32384342,53.82562278,0.266903915,2640400,1258900,520
AG,Wölflinswil,de,1049,110.3049422,21.92564347,61.20114395,16.87321258,443,9.51,6.624605678,62.25026288,31.01997897,0.105152471,2642200,1256900,532
AG,Zeihen,de,1171,170.2034884,20.49530316,64.47480786,15.02988898,490,6.88,8.563134978,50.65312046,40.4934688,0.290275762,2648700,1258500,522
AG,Mettauertal,de,2026,93.83974062,17.86771964,61.05626851,21.07601185,891,21.6,7.457156091,51.18110236,40.06484484,1.296896711,2653700,1268000,462
AG,Ammerswil,de,700,219.4357367,23.28571429,63,13.71428571,274,3.19,9.0625,33.125,57.8125,0,2658100,1246800,493
AG,Boniswil,de,1428,592.5311203,18.97759104,61.62464986,19.3977591,610,2.41,21.09704641,58.2278481,8.016877637,12.65822785,2656500,1240800,474
AG,Brunegg,de,847,546.4516129,22.07792208,64.93506494,12.98701299,362,1.55,30.46357616,43.04635762,26.49006623,0,2658700,1252300,423
AG,Dintikon,de,2229,599.1935484,23.14939435,62.3598026,14.49080305,890,3.72,18.8172043,38.97849462,42.20430108,0,2659600,1246200,516
AG,Egliswil,de,1456,231.4785374,20.19230769,66.00274725,13.80494505,632,6.29,8.201892745,51.89274448,39.43217666,0.47318612,2656600,1244600,509
AG,Fahrwangen,de,2137,532.9177057,21.89985962,62.51754796,15.58259242,899,4.01,17.33668342,57.03517588,25.12562814,0.502512563,2660800,1238500,560
AG,Hallwil,de,875,401.3761468,18.05714286,66.28571429,15.65714286,385,2.18,18.63636364,69.09090909,12.27272727,0,2655700,1242300,472
AG,Hendschiken,de,1269,360.5113636,21.59180457,66.82427108,11.58392435,527,3.52,17.76504298,57.30659026,24.64183381,0.286532951,2658800,1248700,418
AG,Holderbank (AG),de,1320,566.5236052,20.3030303,64.84848485,14.84848485,587,2.33,30.472103,18.88412017,36.4806867,14.16309013,2655100,1253100,387
